skill_name,cluster_id
maintain medical devices,11954
coordinate membership work,6344
locate fossils,693
install glass frames,326
empathise with the woman's family during and after pregnancy,6348
provide advanced clinical practice in physiotherapy,743
develop gas distribution schedule,586
coordinate charity services,920
attend to detail in casting processes,91
examine advertisement layout,8001
assess the life cycle of resources,10221
international carriage of dangerous goods by road,621
manage content metadata,7006
dermato-venereology,562
understand spoken vietnamese,288
advise customers on books selection,2521
write malay,651
write sardinian,435
italian,9440
alternative fuels,10023
identify support mechanisms to develop your professional practice,6364
design package,8390
prepare performance training session,10850
"design the digital interface of gambling, betting and lottery games",11226
manipulate metal,10631
build electronic prototypes,8044
care for living pets in the store,6915
leather colour chemistry,477
types of paper,6377
communicate in foreign languages with health service providers,678
collect live fish,797
use wood chisel,486
belarusian,1089
style a dog's coat,9439
contribute to bilge and ballast operations,11540
manufacturing of daily use goods,6390
write persian,745
prescribe exercises for controlled health conditions,707
preserve fish samples  for diagnosis,478
immigration law,955
find a replacement for stage manager,6831
condition broodstock,204
connect vehicle maintenance and operations departments,10191
influence voting behaviour,8749
legislation about animal origin products,10464
remove posters,9315
apply massage oil,395
tend prepared animal feeds equipment,9182
analyse data for policy decisions in trade,6417
cosmetics ingredients,7850
medical device regulations,847
advanced driver assistant systems,6469
coordinate artistic production,1575
operate boiler,11892
analytical methods in biomedical sciences,7475
apply change management,6433
teach boating principles,7960
perform outdoor cleaning activities,66
manage medium term objectives,627
wear cleanroom suit,8285
build business relationships,6445
bundle fabrics,7342
manage port operations,207
inspect waste disposal facilities,1153
allocate numbers to clients' belongings,6468
identify energy needs,11330
compile airport certification manuals,6471
define part requirements,6473
document restoration,10968
tend wire weaving machine,1033
grovo,6495
mill operations,6470
create new recipes,9921
research immune system malfunctions,6309
carry out event management,9450
ensure customs compliance,638
perform a feasibility study on district heating and cooling,963
operate water purifying equipment,9987
communicable diseases,606
advise customers on maintaining optical products,525
fill moulds,11658
types of bath tubs,8916
resolve conflicts,1584
design information system,6492
perform sample testing,8070
supervise educational staff,2068
carry out naming strategies,6455
study human societies,6879
materials for interior design,8639
perform music in ensemble,1314
petroleum coking techniques,4849
maintain responsive design,11217
feed hoppers,7085
legal studies,1983
first response,7566
arrange interlibrary loans,6585
phenomenology,9226
evaluate musical ideas,1221
process customer requests based on the reach regulation 1907 2006,7107
lab scale fermentation,1390
measure oil tank temperatures,9831
advise customers on photography,7938
show sample garments,1062
environmental enrichment for animals,853
apply socially just working principles,6986
creatively use digital technologies,9772
sakai,6531
driver's license structure,6889
prepare facade cladding,6542
install insulation blocks,354
techniques of practice in art therapy,203
understand written galician,220
advise on social security benefits,6549
proteomics,10333
human psychological development,6552
analyse stress resistance of products,2794
polish furniture,6556
conduct gross examination of tissues,7553
measure customer feedback,10027
test prosthetic-orthotic devices,199
music therapy theories,21
biological haematology,1684
complete transaction procedures for returned vehicles,11183
process medical insurance claims,1157
identify land mines,8489
apply massage therapy,395
understand spoken czech,4155
set up crane,644
collaborate with technical experts on artworks,6576
write belarusian,666
plan the dispatching of products,9211
forecast sales over periods of time,12037
maintain ict system,356
assess music therapy sessions,298
operate paper stitching machine,608
use specific writing techniques,1395
understand spoken macedonian,2274
promote mental health,6625
manage car park operations,6598
test dental instruments,158
animal food products,1811
orthodontics,9932
give swimming lessons,10718
prepare screen printing,2950
prepare etching chemicals,1544
acquire antique items,511
monitor national economy,8061
monitor building security,10564
interact verbally in icelandic,293
make referrals to ophthalmology,975
deal cards,11032
maintain psychological well-being,8051
follow zoo safety precautions,9982
printing materials,1197
urban planning,285
operate hatchery trays,6632
understand spoken kazakh,2536
conduct re-tanning operations,455
use traditional illustration techniques,1628
design scale models,8379
measure metal to be heated,6647
protect plants during pest control,381
remove contaminants,6755
use intense pulsed light technology,6663
solar panel mounting systems,1951
write yiddish,2185
grade foods,6659
create garden areas,9042
interact verbally in punjabi,84
train employees in mine safety,11115
identify energetic meridians,6671
provide emotional support to the bereaved,6477
write slovenian,1092
perform emergency street clean ups,11650
herbicides,1289
accurately estimate work hours,10132
ict project management methodologies,1144
perform balance sheet operations,10305
comprehend financial business terminology,2437
job market offers,6684
remove embryos from animals,279
vocational rehabilitation,6686
manage maintenance operations,213
analyse travel alternatives,7928
operate cutting equipment,727
understand written walloon,2659
write slovak,1461
write records for repairs,8911
disseminate messages to people,9788
sell power tools,8747
food storage,10274
understand written hebrew,2434
plan software testing,6706
monitor proper product handling,10000
prepare animals for veterinary surgery,380
develop a rehabilitation programme,447
perform inspections of food-processing plants,9480
write tamil,78
write croatian,1092
acute care,11409
operate raw mineral separation equipment,10326
chemical processes,5093
maintain records of financial transactions,2405
understand written basque,1488
manufacture medical devices,885
encourage healthcare user's self-monitoring,10893
develop medical device test procedures,909
prescribe physical therapy to animals,746
maintain mechanical equipment,2901
lay sewer pipe,10180
develop recreation programmes,422
understand spoken slovak,1469
cope with decompression,10424
agricultural business management,10404
instruct kitchen personnel,7501
apply measures to prevent snow removal safety hazards,2288
manage ict data architecture,9703
prepare road directions,6760
propose settlements,226
analyse trends in the food and beverage industries,11219
perform copywriting,6773
packaging processes,2926
assist with emergencies,996
follow a brief,9523
telugu,1495
maintain imaging equipment,2352
understand written tamil,229
write berber,1380
tend blanching machines,11412
recommend books to customers,2521
prepare flight reports,6783
understand written maltese,1518
implement ict recovery system,1591
tend confectionery manufacturing equipment,6788
similitude,6648
belay techniques,6803
check the production schedule,6754
implement cost-effective cargo handling strategies on ships,10182
identify artistic niche,8040
range of spirits,6801
handle rental overdues,9408
investigate soil stability,8866
check the received biological samples,3403
animal welfare,338
footwear materials,844
evaluate mine development projects,6812
sa8000,6155
understand spoken estonian,1150
types of heat sealing,6818
food preservation,1091
endoscopy,1045
treat neurological disorders,6822
non-ferrous metal processing,983
appraise historical documents,11570
distinguish lumber categories,6832
write bosnian,1092
perform carbonation processes,1162
apply numeracy skills,974
prescribe psychotherapeutic treatment,11671
apply ict systems theory,10458
marksmanship,6851
curate artwork for exhibitions,10006
adapt to change,437
operate mechanical street sweeping equipment,1429
use thermal analysis,6854
control steam flows,126
socio-economic trends in your sector,6858
art collections,9784
manage vault access,10713
motivate in sports,9570
sell amusement park tickets,22
draft accounting procedures,6867
prospect new regional contracts,6711
clean optical components,10010
dietetics,12072
adjust vulcanizing machine,4510
communicate technicalities with clients,6878
schedule and dispatch drivers,7200
performing arts fights legal regulations,6717
study artworks,10745
use access control software,6891
emergency cases,11363
keep track of wooden elements,6895
adopt ways to foster biodiversity and animal welfare,11803
develop codified movements,6900
ml (computer programming),7161
prepare loan contracts,11957
operate fish capture equipment,81
set up media storage,7614
tend belt branding machine,9095
photography,10473
adjust to physical demands,7966
characteristics of wheel rail interface,4934
analyse legal enforceability,6917
biological chemistry,11240
adapt teaching to student's capabilities,6925
organisational resilience,6928
metal smoothing technologies,7535
nanotechnology,10166
halal meat,11811
musculoskeletal anatomy,6228
calculate gear ratio,9891
neurological surgery,657
oversee extra-curricular activities,6932
level crossing regulations,11980
camping gear,7800
verify laser beam measurement,9657
alkali stages of refining processes for edible oils,3468
security panels,6939
dentistry science,1714
train actors in the use of weapons,6955
design 2d pattern for footwear 3d visualisation,7496
adopt a relaxed posture,10457
support public access to exhibitions,8746
identify infestation source,6704
mechanical forging press parts,575
maintain professional boundaries in social work,5434
plastic surgery,12124
operate creasing machinery,6961
assess reliability of data,7677
handle residual gases,7844
promote ocular health,6967
set up water filtration system,6588
manage space utilisation,8760
pack stone products,6972
safety regulations for warehouses,8398
integrate headquarter's guidelines into local operations,10443
administer prescribed medication,634
use computer telephony integration,8644
serbian,747
identify talent,11629
communicate with external laboratories,3497
finish prosthetic-orthotic devices,11470
develop film,11748
operate chainsaw,6992
work in multidisciplinary health teams,504
report children unsafe behaviour,7005
work in cold environments,6998
advise on eligibility of expenditures,7035
demonstrate musicianship,7486
signal processing,7004
monitor forest health,991
clean animal body parts,8014
use ict equipment in maintenance activities,6873
understand written turkish,570
wall and floor coverings industry,10573
promote the transfer of knowledge,10063
receive goods,7933
analyse texts to be illustrated,7018
work with broad variety of personalities,8187
perform software recovery testing,10420
analyse library users' queries,10591
hang wallpaper,7027
memorise information,1960
distinguish ship construction methods,7031
tend meat packaging machine,11767
control panel components,506
use different types of fire extinguishers,7038
intermodal options,6152
ensure the longevity of the fight actions,7040
regulation on the discharge of raw materials into the sea,7713
assemble cameras,9380
repair plumbing systems,10961
warehousing regulations,8461
mechanical engineering applicable to edible oil seed,7050
organic building materials,7052
match coffee grind to coffee type,7729
provide information on chiropractic treatment outcomes,319
implement anti-virus software,10281
operate cubing machine,11433
connect blasting circuit,7069
keep airport runways clear of obstacles,4968
blockchain components,7075
provide stroke rehabilitation services,7066
apply health and safety when picking,7068
clean oil processing units,1719
inspect batches of mixed products,9583
provide support to authors,8155
identify preventive actions,3075
ensure protection of car parking,7241
operate soldering equipment,9913
operate pavement surface friction measuring devices,9371
prepare sites for planting of grass,7083
check in luggage,11556
maintain costumes,1026
javascript,6214
mix treating materials,10594
sap r3,9953
manage test drives,5514
coordinate technical standards for global interoperability,7098
keep promotions records,7113
characteristics of precious metals,12022
read care labels,7120
construct greens and grounds,7110
supervise special visitors,8605
ice-skating,7111
applied therapeutics related to medicines,7114
air traffic control operations,1310
use agricultural information systems and databases,9089
prepare ceremonial locations,10451
develop manufacturing policies,11344
drain hazardous liquids,7133
maintain concentration for long periods,6180
clinical microbiology,10239
non vessel operating common carrier regulations,7130
enhance landscapes,11359
order electrical supplies,2085
building's electronic access equipment,7136
communicate during show,7137
understand written hungarian,517
customer service,7142
manage donor database,7143
test for emotional patterns,7144
stain wood,106
inform on government funding,5383
perfume raw materials,10904
utilise content types,7064
operate an emergency communication system,10558
assembly (computer programming),10376
give advice on personal matters,7231
educate on preventing injuries,7158
blockchain-based business models,7065
design computer network,9685
operate electronic payment terminals,12013
memorise script,7165
coordinate forestry research,7167
align antennae with receiving dishes,7181
diagnose hearing impairement,7172
preparation for child delivery,10111
handle knives for cutting activities,1559
apply organisational techniques,10298
produce reports based on animal records,10704
manage pharmaceutical production facilities construction,7183
confer with event staff,11710
office software,9735
remove finished casts,7193
diving equipment,6
make logistical arrangements,7194
wire security sensors,7201
explain quality of carpets,7198
use person-centred planning,9127
perform ict security testing,7203
manage athletes touring abroad,7207
adhere to organisational code of ethics,1090
master language rules,7245
develop communicable disease control policies,67
rear game,11197
coordinate launches of new food products,6339
represent artistic production,1575
monitor programming finances,8869
sew curtains,7558
assist with dressing,8679
teach principles of social work,11156
construct wood roofs,7528
mergers and acquisitions,499
sell art,7239
normalise data,7237
digital compositing,7240
advise on patents,11386
load electronic circuits onto wafers,6175
perform stock valuation,8023
characteristics of products,4691
enforce chimney sweeping quality standards,7253
perform on-treatment review,9579
create cultural venue learning strategies,11340
conduct research across disciplines,11634
film studies,7259
harden soap,4592
operate games,8577
interpret 2d plans,826
check passenger tickets,121
carry out bibliographic work,7267
batch tank types,7271
de-rig electronic equipment,7272
manage financial aspects of a company,10851
apply export strategies,1247
sell software maintenance contracts,7280
signal for explosion,7989
follow interpreting quality standards,7404
place orders for household equipment,4410
problem-solving with digital tools,6270
remediate healthcare user's occupational performance,10226
observe products' behaviour under processing conditions,7291
track geometry,5868
wash hair,6905
develop test procedures,752
plot shipping navigation routes,9991
design component interfaces,7299
document costume stock,3649
construction products,10811
promote prevention of social isolation,7509
be friendly to passengers,9327
ensure compliance with maintenance legislation,7309
troubleshoot,7315
investigate security issues,10406
toys and games categories,8853
store kitchen supplies,10049
participate in training sessions,10437
perform clerical duties,7476
desktop publishing,2520
organise project meetings,7331
ict network cable limitations,7332
adjust cylinder valves,5241
apply for research funding,7335
comply with food safety and hygiene,12076
produce meat-based jelly preparations,6463
install photovoltaic systems,442
ancient greek,12048
supervise waste disposal,1153
architectural conservation,8992
teach fire fighting principles,8617
provide training on quality management supervision,5114
add chemicals to drilling fluid,8656
environmental threats,7607
operate on-board computer systems,7357
interact verbally in russian,813
coining,3287
types of evaluation,10259
monitor financial accounts,11642
check prices on the menu,8487
operate lhd,3635
provide accurate information on water routes,9154
respond to changing navigation circumstances,7536
supply machine with appropriate tools,11018
plan beamhouse operations,588
differentiate between airfield lighting,7688
conduct frisk,7369
record survey data,5795
understand spoken basque,1488
plan test flights,7386
assist students with their dissertation,7379
research human behaviour,865
reach out to diverse youth,6281
recruit student ambassador,8159
create a rhyme scheme structure,7443
fruit and vegetables maceration,7400
orthopaedic treatment alternatives,6609
pack fragile items for transportation,9890
advise on tax planning,1863
inspect clocks,7046
tend spark erosion machine,7409
operate railway vehicles,8925
stay alert,7411
microsoft access,7414
breed cattle,7417
podiatric surgery,11447
manage professional transition in an arts career,11596
transportation sector policies,11061
diagnose disorders of the urogenital system,9390
measure electrical characteristics,5631
tend textile washing machines,95
set up advertising street furniture,8773
teach further education,7432
maintain tanks for viticulture,9541
anodising specifications,7434
position anchor poles,7438
provide customers with price information,6249
six sigma methods,5048
maintain customer service,1276
document interviews,7444
transfer medication,9394
extraction process of starch from corn,10992
electrical stimulation in acupuncture,3724
advertise sport venue,11415
condense information,6037
follow hygienic practices in fishery operations,3978
arrange parent teacher meeting,3721
use non-destructive testing equipment,1690
manage on-board water systems,7460
display library material,7448
conduct engineering site audits,7451
inspect drainage channels,7467
boil water,8121
validate biomedical analysis results,3940
monitor student's behaviour,7472
work with a dance team,7382
assess visual impact of displays,8127
coordinate patrols,10673
prepare compliance documents,9430
monitor biomedical equipment stock,7360
manage multi frequency wireless signal distribution,7469
operate hand pruning equipment,3735
manage occupational therapy students,7489
perform resource planning,652
unreal engine,3738
meet deadlines,1297
assess haccp implementation in plants,6191
mechanical almond processing,9777
operate hand drill,11620
balance database resources,7662
promote the principles of democracy and rule of law,10441
follow betting strategies,2192
operate separators for flour,7559
patient record storage,7507
teach geography,10485
distributed computing,11028
diagnose tropical diseases,6140
social security law,7516
calculate dividends,7518
endocrine physiology,2480
ship hull engineering,7522
digital media,9532
procedures associated with different air navigation areas,9403
manage time in forestry,8216
support individuals on nutrition changes,9898
finish carpet edges,6340
metal eroding technology,12113
speak different languages,7537
display warnings around dive site,7591
produce different surface finishes,7540
apply ict system usage policies,4714
analyse psychological aspects of illness,8278
influence public policies,5225
supervise transfer of luggage,7546
newsletter analysis,11483
price product,7378
rivet types,7552
understand spoken hindi,1294
carry out biopsy,6498
construction methods,3578
operate audio-signal processors,7547
apply different dehydration processes of fruits and vegetables,7560
adapt sets,7554
find grants,11906
check borehole depth,7625
apply first response,3106
maintain pipe deck,10725
energy therapy,6117
operate radio navigation instruments,8684
maintain statutory books,7575
marketing mix,7578
place orders for bakery ingredients,7580
cope with excrements,7563
develop ict safety information,1149
consult on beer presentation,8498
facilitate physical activity in the community,10624
transcribe ideas into musical notation,9028
business management principles,9425
present the farm facilities,8362
prevent fire in a performance environment,9109
propose projects to artist,5570
synchronise sound with images,7663
assess risks for the elderly,7602
promote the conservatory,8636
types of pensions,7605
clean building facade,6697
oversee arrival and departure of ships into port,7610
supervise staff,2068
run a media server,6871
operate veneer slicer,3798
select metals for jewellery,7616
materials in porcelain manufacturing,3808
operate paper drying cylinders,9053
stay up-to-date with music and video releases,8013
components of a ship manifest,7529
juvenile detention,7608
adjust paper bag machine,444
work with blacksmithing power tools,807
snap chalk line,8999
handle bulk transfer of raw material,11960
identify damaged goods before shipment,11795
manufacturing of jewellery,672
post-process meat,10936
peform small vessel administrative duties,7639
verify product specifications,6732
wash the dishes,11691
liaise with the transported goods' workers,7646
record music,9361
types of guitars,6090
operate production drilling machine,1316
check payrolls,7654
determine charges for customer services,8344
maintain manufacturing rooms,7658
maintain treatment records,7660
cosmetic skin treatment,8412
detect flaws in bottles,9216
examine samples in dermatology,7666
monitor grounds,11911
roast malt,8079
philosophy,8844
macedonian,161
check correctness of information,10790
install laminate floor,11579
corporate law,1190
execute visual presentation changes,7759
change kegs,6660
prepare hot drinks,7766
manage currency exchange risk mitigation techniques,6916
acupuncture methods,404
develop manufacturing recipes,7694
gamesalad,7776
music therapy schools,9625
medical genetics,372
check for solder defects,6619
technically design a sound system,740
manage different departments in a hospitality establishment,7706
monitor media industry research figures,7787
electronics principles,8391
disassemble mobile devices,10500
orchestrate music,7715
physiology of balance,7718
search databases,7719
breed reptiles,10939
read dance scores,7724
install pneumatic systems,17
use tools for construction and repair,7316
advocate for consumer matters in production plants,7244
develop visual elements,7717
sell fish and seafood,7733
operate tissue sheet binder,7736
consult team on creative project,8692
produce piano components,5840
interpret electrical diagrams,532
design electromechanical systems,423
pre-flight procedures for ifr flights,7748
wine blending,7751
handle meat processing equipment in cooling rooms,7753
mysql,7754
notify supervisor,7758
maintain laboratory dental tools,1396
work in fitness teams,8330
rewrite manuscripts,8502
maintain records of maintenance interventions,7768
push anodising tank air bar,7835
develop investigation strategy,6091
handling chemical products for soil and plants,9369
analyse blockchain use cases,7777
track coffee deliveries,8484
medical furniture,7780
dredging consoles,7856
document safety actions,7883
evaluate dogs,7764
mark lumber,10958
calculate the productivity of the production of footwear and leather goods,6227
manage digital libraries,7793
paint sets,5080
process spatial information,11971
tend compressor engine,7778
consult students on learning content,10516
training  subject expertise,10024
manage project metrics,5294
analyse route possibilities in pipeline projects,11643
insert bristles,11088
direct rigging equipment operators,10352
biomechanics of sport performance,6110
advise supervisors,7993
biomedical science,1129
minimize risks in tree operations,6118
visual aid systems in airports,3807
functionalities of machinery,7223
write gujarati,1166
mark the stage area,12021
provide information on education financing,8189
insurance market,11934
minimise shipping cost,10883
apply techniques for stacking goods into containers,7834
adobe photoshop lightroom,838
understand written ukrainian,345
jenkins (tools for software configuration management),7838
understand the needs of animals,7840
law enforcement,8543
manufacture carpets,10387
assign homework,11685
remove defective products,6566
international taxation of transfer prices,8392
communicate information during sport game,7410
fermentation processes of beverages,1189
bingo terminology,8705
provide anti-cancer medical treatment,3927
dust usage for forging,7847
monitor social impact,3323
operate slaughterhouse equipment,15
create solutions to problems,6053
follow an environmental friendly policy while processing food,359
sustainable development goals,7857
inspect concrete structures,10808
care for food aesthetic,7872
core apples,9801
synchronise with mouth movements,11364
assess each stage of the creative process,7879
sell clothing items to customers,10894
operate smt placement equipment,7873
describe the flavour of different beers,10832
promote communication between parties,7887
operate thickness planer machine,7890
develop cultural policies,7892
coordinate efforts of stakeholders for destination promotion,10782
investigate road accidents,10930
work in a water transport team,7898
evaluate retail food inspection findings,10989
design hardware,10522
process data,11157
encourage students to acknowledge their achievements,7955
perform strategic planning in the food industry,7457
balance participants' personal needs with group needs,6817
work on psychosomatic issues,4484
prepare patients for surgery,146
use tribometer,6274
recommend product improvements,3956
liaise with well test engineers,11065
determine monetary policy actions,8020
prepare freight shipment reports,8690
repair door panels,7971
give care instructions,9344
report on customers' complaints related to toilet facilities,4
collect briefing regarding products,6757
slice crystals into wafers,3963
cook fish,7042
conduct literature research,9197
determine marketability of second-hand goods,12006
laws regulating serving alcoholic drinks,673
viticulture,11122
operate railway warning systems,5979
present exhibition,7944
mark a metal workpiece,11952
check dining room cleanliness,7685
compare shipment contents with waybill,7942
supervise food quality,855
support social service users at the end of life,9602
help the programmer define an artistic vision,10546
apply smithing techniques,7954
epidemiology,9981
clean mixer,10625
demonstrate proficiency in packaging standards,9164
horticultural design,7963
prepare medication from prescription,6774
apply airport standards and regulations,5541
maintain dance training,7969
maintain glass thickness,3985
parts pricing,11894
prepare salad dressings,4008
carry out post hoof-trimming activities,7974
collect domestic waste,1705
assess offenders' risk behaviour,7979
ground segment,9075
compile statistical data for insurance purposes,7995
respect cultural differences in the field of exhibition,8410
keep company,8207
leasing characteristics,10945
identify education needs,10555
inspect building systems,11266
attend castings,7996
read palms,8035
collect fares,8009
advise on electrical household appliances' installation,2245
train dealers in gaming,8043
deep learning,3266
maneuver stone blocks,5211
clear drill sites,5566
analyse business requirements,5939
mount stones in jewels,8028
assess patients after surgery,406
notate different dances,6652
advise customers on jewellery and watches,10791
update procedure instructions,6640
shunt outbound loads,2680
cryengine,10039
tune bicycles,11039
read lighting plans,1309
photographic lenses,6793
monitor regulations in social services,8026
disability types,7351
respond to incidents in cloud,7188
implement front-end website design,3200
use signalling equipment,8036
urban sustainability,9172
assist disable passengers,4020
ajax,8056
guide concrete hose,9050
promote a positive image of nursing,8062
design the insulation concept,4024
produce prepress proof,11819
youth work principles,11464
tutor students,7220
coaching techniques,653
teach customer service techniques,8058
apply social media marketing,734
energy market,505
provide advice to farmers,6052
write dialogues,8066
witness the signing of documents,8083
debt collection techniques,12055
assistive technology in education,753
supervise gas distribution operations,10447
tend bar drawing machine,2246
support the positiveness of youths,8082
consult iconographic sources,10418
coordinate security,8096
operate package processing equipment,8089
"evaluate data, information and digital content",9165
train medical staff on nutrition,594
identify sanding grits,10913
mortgage loans,3596
develop rubber crumb slurry,7406
information extraction,8918
"apply knowledge of philosophy, ethics and religion",8111
develop production line,8104
history of hair styles,8106
contextualise records collection,4071
grind terrazzo,8153
handle touristic quantitative data,7871
provide charity services,920
follow dentists' instructions,8118
design a domotic system in buildings,8120
tend tunnel kiln,4301
supervise employees on operating fuel pumps,8126
carry out forestry related measurements,4062
prepare real estate contract,8131
cook vegetable products,11
edit photographs,11277
interfere with enemy communications,10943
prepare desserts,12074
tend press operation,11766
host wine-tasting events,8284
discharge cement,3599
gas consumption,10646
install foam dams on pinchwelds,8184
diagnose patients with immunodeficiencies,8150
metallurgy,1
analyse reports provided by passengers,8148
diagnostic immunology techniques,3401
perform underwater bridge inspection,11337
hotel operations,8151
maltego,8178
pay-per-click,8135
collect tourist information,86
handle game complaints,4079
handle geospatial technologies,8161
db2,8147
analyse economic trends,1183
provide software testing documentation,8732
conduct quantitative research,8169
develop the look of a production,8179
parts of a surface grinding machine,5187
edmodo,3208
compare production forecasts with actual results,8185
adapt energy distribution schedules,4089
hot winding,615
perform enamelling,221
operate letterpress,8219
control systems,12008
de-limb trees,4022
upholstery fillings,8198
manage prompt book,8227
write portuguese,903
watch for maritime navigation aids,5266
conserve natural resources,4098
allocate bills,6409
prepare rubber sheets,10675
history of musical instruments,4102
advise on nitrate pollution,4161
office furniture products,64
test chemicals in development baths,8221
contribute to high level health strategic decisions,8218
interpreting modes,8255
manufacture made-up fabrics for indoor usage,8220
systems development life-cycle,8237
communicate with park visitors,8224
perform procurement market analysis,79
detect financial crime,8228
act discreetly,8199
recruit bus drivers,11085
manage donated goods in second-hand shop,7791
monitor the welfare of animals,77
submit preliminary artwork,8238
develop script bible,8258
set equipment controls,8245
operate a range of underground mining equipment,10204
portfolio management in textile manufacturing,9362
develop bioremediation techniques,9689
label belts,8253
check paper quality,7347
automotive engineering,10345
operate motorised street sweeping machine,1429
evaluation in specialised nursing care,871
identify undetected organisational needs,4138
groom carpets,8266
synfig,4120
interpret geometric dimensions and tolerances,11192
manage electricity transmission system,8271
analyse production processes for improvement,11686
breed geese,9443
clean wafers,9011
ensure temperature control for fruits and vegetables,8291
biosecurity,4141
work safely with pyrotechnical materials in a performance environment,8286
yoga,12067
explain characteristics of computer peripheral equipment,8289
advise on government policy compliance,1239
polish silverware,8302
comply with checklists,10647
natural gas liquids fractionation processes,1035
evaluate schools of fish,8124
tend wine manufacturing machines,8414
types of cartridges,6766
communicate expectations of fight actions,5063
use specific data analysis software,8305
decontamination techniques,9534
convey medical routine information,8900
chemical products,113
ensure safe spectator movement,6219
perform dosimetry measurements,4642
design principles,6890
monitor technology trends,5873
detect microorganisms,8321
tree preservation and conservation,11948
inform customers about body modifications,8326
respond to emergency calls for repairs,4162
set scanner controls,9852
disassemble machines,581
"risks associated to physical, chemical, biological hazards in food and beverages",10744
demonstrate professional pilates attitude,8335
manage electronic logistics for sound equipment,8196
follow-up actions resulting from railway facilities inspections,8340
use locksmith equipment,8341
body language,7016
innovate in footwear and leather goods industry,4171
adjust fuel prices in line with company procedures,4983
histology,795
write inspection reports,11420
understand spoken dutch,624
move filled moulds,8352
digital twin technology,8369
initiate claim file,8359
load equipment,8360
wound closure techniques,8363
test the braking force of trains,8366
administer lactic ferment cultures to manufacturing products,9087
cobol,8133
correct dentofacial deformities,6734
extract products from moulds,8374
organise projects to fill education needs,8675
operate floor cleaning equipment,8378
maritime meteorology,8380
solder lead came joints,7023
radiation effects on human body,9467
check for flaws in scanned material,11443
prepare orders,4919
use hand tools for forestry work,4194
undertake healthcare examination,6689
communicate in an outdoor setting,7269
organise vehicle parts storage,5004
prevent social problems,8399
supervise physiotherapist assistants,550
prepare fruit ingredients for use in beverages,3543
use typesetting software,9518
prepare specialised coffee,8742
appreciate diverse cultural and artistic expression,6299
land use for airport planning,4206
tend tumbling barrels,8415
interpret geophysical data,1222
investment banking,8419
understand written icelandic,278
cancer risks,8430
policy analysis,4774
oversee granulation operations,6703
resolve shipment issues,8509
advise on tanker operations,11245
respect confidentiality obligations,12112
identify skills gaps,9612
maintain circulation system,7463
design natural gas processing systems,7836
promote healthy lifestyle,5945
vinyl records,3976
evidence-based approach in general practice,7017
understand spoken sardinian,435
wire harnesses,1267
follow newspaper house style,8463
monitor condition of local roads,8465
heat up vacuum forming medium,4093
analyse insurance risk,239
monitor daily work,4235
lay base courses,9631
perform warehousing operations,3234
log times of taxis,8516
use manual sewing techniques,11297
manipulate object to create illusions,6523
comply with standard portion sizes,8145
advise on vehicle characteristics,9195
secure heavy construction equipment,8520
match lyrics to mood of melody,4263
take orders for special publications,8493
sophrology,8478
apply frequency management,11983
meet commitments in hospitality,8483
seismology,11187
follow the statutory obligations,3909
test electromechanical systems,4245
review criminal acts,10629
perform forest analysis,8537
age furniture artificially,8063
use automotive diagnostic equipment,144
evaluation methodologies in paramedic practice,9817
update design results during rehearsals,9241
sports ethics,8513
determine the load's centre of gravity,8561
flute sizes,8563
adapt existing designs to changed circumstances,9318
instruct clients on the usage of office equipment,8511
securities,8181
work in a land-based team,8571
liaise with book publishers,4257
maintain the security of machinery,8803
fish welfare regulations,11533
measure the human body for wearing apparel,8524
by-products,8813
train crew members,11059
advise on aquaculture products supply chain,8328
assemble electronic units,468
liaise with port users,8536
system design,4268
clean amusement park facilities,543
provide anger management counselling,12016
follow safety precautions in printing,4275
oxidation,8597
conduct quality assurance inspections on fuel operations,8545
apply operations for an itil-based environment,8591
supplier management,148
radiological photography,10900
european food safety policy,8555
compute engraving dimensions,8568
prepare construction documents,8784
monitor the validity of ship certificates,8128
tend riveting machine,242
glue film reels,4282
food safety standards,274
record customers' personal data,12050
use warp knitting technologies,557
sketch leather goods,8573
manage securities,387
splice cable,8587
determine release date,10486
implement soap formula,7101
innovation processes,7344
provide stabilisation care in emergency,8585
manage aircraft support systems,8588
manage acute pain,8610
prepare roofing materials,10991
develop sports programmes,118
create technical plans,8592
ibm informix,4303
select camera apertures,6687
monitor grapes,7992
social mediation,6481
conduct customer identification,7976
inter-professional communication in the psychosocial field,7520
position guardrails and toeboards,11068
electric current,4304
discuss research proposals,11469
schedule fishing,10171
imitation jewellery,8625
use geographic memory,8659
malay,11342
address problems critically,7725
international financial reporting standards,7298
inject liquid foam,8637
teach principles of architectural design,10722
provide improvement strategies,8630
handle forest products,8633
operate pressure washer,9616
airspace system block upgrades,7747
dependency on drugs,8647
develop long-term treatment course for disorders in the glandular system,8695
follow code of ethics for biomedical practices,8097
manage challenging work conditions during food processing operations,10105
fibre optics,8653
assist judge,4327
biosafety in biomedical laboratory,8654
apply various lifting techniques,7629
practice vigilance,9993
pest biology,4386
vessel points of sail,8660
operate railway switches,10884
handle delivery of furniture goods,8065
supervise landscape projects,948
stimulate students' independence,8669
liaise with union officials,10190
control the opening and closing of train doors,8672
coordinate educational programmes,6116
operate in slaughterhouse installations,8677
perform euthanasia on animals,8680
cook pastry products,4340
install wood heater,6950
mobile operating systems,10628
use chromatography software,9193
ict power consumption,8688
deal with changing operational demand,8719
examine production samples,8693
